"id","sch","gr","cltype","hdeg","clad","exp","trace","read","math","ses","schtype","sx","eth","birthq","birthy","yrs","tch","ach_score"
"105545","37","K","reg+A","BS/BA",NA,11,"W",414,454,"F","urban","M","W","1980:3","1980",0,"642",868
"105567","25","K","reg","BS/BA",NA,18,"B",402,439,"N","suburb","M","W","1980:1","1980",0,"419",841
"10569","3","K","reg+A","MS/MA/MEd","1",9,"W",424,463,"N","rural","M","W","1980:3","1980",0,"34",887
"105729","79","K","small","BS/BA","1",12,"W",480,547,"F","rural","F","W","1980:1","1980",0,"1359",1027
"105734","26","K","reg","MS/MA/MEd","1",15,"B",424,473,"F","inner","F","B","1979:4","1979",0,"434",897
"105807","35","K","reg","BS/BA",NA,4,"W",403,434,"N","rural","M","W","1980:1","1980",0,"607",837
"105820","66","K","reg+A","BS/BA","1",3,"W",424,494,"N","rural","F","W","1980:2","1980",0,"1141",918
"105830","7","K","reg+A","BS/BA","1",3,"W",453,468,"N","rural","F","W","1979:4","1979",0,"89",921
"105846","60","K","reg","MA+","1",13,"W",468,528,"N","urban","M","W","1979:4","1979",0,"1036",996
"105887","22","K","small","BS/BA","1",3,"B",538,626,"F","inner","F","B","1980:1","1980",0,"350",1164
"105904","37","K","small","BS/BA","PROB",1,"W",443,513,"N","urban","F","W","1980:1","1980",0,"638",956
"106000","46","K","reg","BS/BA","1",12,"W",430,506,"N","suburb","M","B","1980:1","1980",0,"760",936
"106073","47","K","reg","MS/MA/MEd","1",5,"W",416,449,"F","rural","M","W","1980:3","1980",0,"776",865
"106089","3","K","reg+A","MS/MA/MEd","1",20,"W",442,459,"F","rural","F","W","1980:3","1980",0,"35",901
"106123","65","K","reg+A","MS/MA/MEd","1",9,"W",463,473,"N","rural","M","W","1980:3","1980",0,"1125",936
"106141","17","K","small","MS/MA/MEd","1",20,"W",433,478,"N","suburb","F","B","1980:2","1980",0,"267",911
"106156","37","K","small","MS/MA/MEd","1",13,"W",453,513,"N","urban","F","W","1980:2","1980",0,"639",966
"106176","63","K","reg","MS/MA/MEd","1",6,"W",439,439,"F","rural","M","B","1980:1","1980",0,"1077",878
"10622","34","K","reg","MS/MA/MEd","1",17,"W",442,489,"N","rural","F","W","1980:2","1980",0,"592",931
"106237","79","K","small","BS/BA","1",12,"W",393,459,"F","rural","F","W","1980:2","1980",0,"1359",852
"10631","52","K","small","BS/BA","1",14,"W",418,429,"N","suburb","M","W","1979:4","1979",0,"892",847
"106315","29","K","reg+A","MS/MA/MEd","1",17,"W",434,478,"F","inner","M","B","1980:3","1980",0,"504",912
"106362","70","K","small","BS/BA","1",8,"W",472,559,"N","rural","F","W","1980:3","1980",0,"1214",1031
"106399","48","K","reg+A","BS/BA","1",13,"W",411,459,"N","urban","M","W","1980:1","1980",0,"796",870
"106409","72","K","small","BS/BA","1",16,"W",428,468,"F","rural","F","W","1980:3","1980",0,"1251",896
"106439","36","K","small","MS/MA/MEd","1",17,"W",554,536,"N","suburb","F","W","1979:4","1979",0,"623",1090
"10647","58","K","reg+A","BS/BA","1",17,"W",447,454,"N","suburb","F","W","1979:4","1979",0,"998",901
"106473","50","K","small","BS/BA","1",12,"W",448,536,"N","rural","M","W","1980:3","1980",0,"829",984
"106503","71","K","reg","BS/BA","1",6,"W",418,500,"N","rural","M","W","1979:4","1979",0,"1236",918
"106522","10","K","reg+A","MS/MA/MEd","1",12,"W",456,506,"N","urban","F","W","1980:3","1980",0,"164",962
"106537","66","K","reg+A","BS/BA","1",3,"W",411,418,"N","rural","F","W","1979:3","1979",0,"1141",829
"106583","71","K","small","BS/BA","1",6,"W",455,484,"N","rural","F","W","1979:4","1979",0,"1234",939
"106615","43","K","small","BS/BA",NA,15,"W",510,520,"N","suburb","M","W","1979:4","1979",0,"716",1030
"106638","59","K","reg","BS/BA","PROB",0,"W",442,513,"N","urban","F","W","1980:2","1980",0,"1019",955
"106713","32","K","reg","BS/BA",NA,2,"W",421,449,"F","inner","M","B","1980:3","1980",0,"543",870
"106749","15","K","reg","MS/MA/MEd","1",11,"B",395,444,"F","inner","F","B","1980:2","1980",0,"230",839
"106774","33","K","reg+A","MS/MA/MEd","1",5,"W",437,506,"F","inner","F","B","1979:4","1979",0,"570",943
"106790","20","K","small","BS/BA","1",21,"W",468,536,"N","suburb","M","B","1979:4","1979",0,"310",1004
"106816","40","K","small","BS/BA","1",4,"W",433,478,"N","rural","F","W","1980:1","1980",0,"677",911
"10684","41","K","reg","MS/MA/MEd","3",15,"W",485,536,"N","suburb","F","W","1980:2","1980",0,"695",1021
"106876","32","K","small","BS/BA","1",14,"W",408,423,"F","inner","F","B","1980:2","1980",0,"542",831
"106926","47","K","small","MS/MA/MEd","PEND",11,"W",403,439,"F","rural","F","W","1980:2","1980",0,"775",842
"106941","4","K","reg","BS/BA","1",8,"W",424,468,"N","suburb","M","W","1980:2","1980",0,"53",892
"106959","17","K","reg+A","BS/BA","1",8,"B",418,489,"F","suburb","F","B","1980:1","1980",0,"269",907
"10697","26","K","reg+A","BS/BA","1",6,"B",407,468,"F","inner","M","B","1980:3","1980",0,"435",875
"106974","7","K","reg","MS/MA/MEd","1",15,"W",448,506,"N","rural","M","W","1980:2","1980",0,"88",954
"106989","57","K","small","BS/BA","APPR",1,"W",424,463,"N","rural","M","W","1979:2","1979",0,"978",887
"107001","29","K","small","BS/BA","1",5,"W",463,536,"F","inner","F","B","1980:3","1980",0,"502",999
"107014","18","K","reg+A","MS/MA/MEd","1",11,"W",413,454,"F","inner","F","B","1979:4","1979",0,"285",867
"107036","58","K","reg+A","BS/BA","1",17,"W",442,528,"N","suburb","M","W","1980:2","1980",0,"998",970
"107050","59","K","small","BS/BA","1",11,"W",393,418,"F","urban","M","W","1980:3","1980",0,"1016",811
"107067","18","K","reg","BS/BA","1",9,"B",431,429,"N","inner","M","W","1979:3","1979",0,"283",860
"107110","50","K","reg","MS/MA/MEd","1",13,"W",458,576,"F","rural","M","W","1979:4","1979",0,"830",1034
"107162","49","K","reg+A","BS/BA","1",9,"W",443,459,"F","rural","F","W","1978:3","1978",0,"816",902
"107226","48","K","reg","MS/MA/MEd","1",4,"W",465,506,"F","urban","F","W","1980:3","1980",0,"795",971
"107249","79","K","reg+A","MS/MA/MEd","1",12,"W",467,506,"N","rural","F","W","1980:1","1980",0,"1362",973
